antiga;nova
U.C AA N 1 / DATA CENTER 01;CON-0-DH01-01-01 - (U.C AA N 1 / DATA CENTER 01)
U.C AA N 1 / SALA MDF;CON-1-TH01-01-01 - (U.C AA N 1 / SALA MDF )
U.C AA N 2 / DATA CENTER 02;CON-0-DH01-02-02 - (U.C AA N 2 / DATA CENTER 02)
U.C AA N 1 / DATA CENTER 02;CON-0-DH01-02-01 - (U.C AA N 1 / DATA CENTER 02)
U.C AA N 05 DIGIRED/ADSL;CON-1-TH01-04-05 - (U.C AA N 05 DIGIRED/ADSL)
U.C AA N 3 / DATA CENTER 02;CON-0-DH01-02-03 - (U.C AA N 3 / DATA CENTER 02)
U.C AA N 01 DIGIRED/ADSL;CON-1-TH01-04-01 - (U.C AA N 01 DIGIRED/ADSL)
U.C AA N 02 DIGIRED/ADSL;CON-1-TH01-04-02 - (U.C AA N 02 DIGIRED/ADSL)
U.C AA N 05 / TRANSMISIONES;CON-1-TH02-01-05 - (U.C AA N 05 / TRANSMISIONES )
U.C AA N 1 / SALA OPERADORES COUBICADOS;CON-1-AVA2-1-01 - (U.C AA N 1 / SALA OPERADORES COUBICADOS)
U.C AA N 2 / SALA OPERADORES COUBICADOS;CON-1-AVA2-1-02 - (U.C AA N 2 / SALA OPERADORES COUBICADOS)
U.C AA N 6 / DATA CENTER 02;CON-0-DH01-02-06 - (U.C AA N 6 / DATA CENTER 02)
U.C AA N 5 / DATA CENTER 02;CON-0-DH01-02-05 - (U.C AA N 5 / DATA CENTER 02)
U.C AA N 3 / DATA CENTER 02;CON-0-DH01-02-03 - (U.C AA N 3 / DATA CENTER 02)
U.C AA N 8 / DATA CENTER 02;CON-0-DH01-02-08 - (U.C AA N 8 / DATA CENTER 02)
SUB TABLERO DE AA COUBICADO - UBICACION. AZOTEA;CRAC-AVA02-01 - (SUB TABLERO DE AA COUBICADO - UBICACION. AZOTEA)
U.C AA N 04 / DIGIRED/ADSL;CON-1-TH01-04-04 - (U.C AA N 04 / DIGIRED/ADSL)
U.C AA N 07-CTO 01 / DATA CENTER 2;CON-0-DH01-02-07 - (U.C AA N 07-CTO 01 / DATA CENTER 2)
U.C AA N 07-CTO 02 / DATA CENTER 2;CON-0-DH01-02-07 - (U.C AA N 07-CTO 02 / DATA CENTER 2)
AA9-S2;CON-0-DH01-02-09 - (AA9-S2)
U.C AA N 9 / DATA CENTER 02;CON-0-DH01-02-09 - (U.C AA N 9 / DATA CENTER 02)
U.C AA N 5 / DATA CENTER 01;CON-0-DH01-01-05 - (U.C AA N 5 / DATA CENTER 01)
U.C AA N 6 / DATA CENTER 01;CON-0-DH01-01-06 - (U.C AA N 6 / DATA CENTER 01)
U.C AA2-UPSI;CON-0-UR01-01-02 - (U.C AA2-UPSI)
U.C AA1-UPSI;CON-0-UR01-01-01 - (U.C AA1-UPSI)
SUB TABLERO DE AA INGENIERIA O&M - UBICACION AZOTEA;DP-LPP-CRAC-GS - (SUB TABLERO DE AA INGENIERIA O&M - UBICACION AZOTEA)
AA3-S1;CON-0-DH01-01-03 - (AA3-S1)
AA4-S1;CON-0-DH01-01-04 - (AA4-S1)
U.C AA3-UPSI;CON-0-UR01-01-03 - (U.C AA3-UPSI)
U.C AA4-UPSI;CON-0-UR01-01-04 - (U.C AA4-UPSI)
U.C AA N 1 / OFICINA SERVICIOS O&M;CON-1-OF02-01-01 - (U.C AA N 1 / OFICINA SERVICIOS O&M )
U.C AA N 2 / OFICINA SERVICIOS O&M;CON-1-OF02-01-02 - (U.C AA N 2 / OFICINA SERVICIOS O&M )
AA2-UPSA / U.C AA N 2 / UPS AMPLIACION 1;CON-0-UR01-02-02 - (AA2-UPSA / U.C AA N 2 / UPS AMPLIACION 1)
AA1-UPSA / U.C AA N 1 / UPS AMPLIACION 1;CON-0-UR01-02-01 - (AA1-UPSA / U.C AA N 1 / UPS AMPLIACION 1)
U.C AA N02-CTO 01 / DATA CENTER 01;CON-0-DH01-01-01 - (U.C AA N02-CTO 01 / DATA CENTER 01)
U.C AA N02-CTO 02 / DATA CENTER 01;CON-0-DH01-01-02 - (U.C AA N02-CTO 02 / DATA CENTER 01)
U.C AA1-N2-UPSI;CON-0-UR01-01-01 - (U.C AA1-N2-UPSI)
TABLERO DE DISTRIBUCION (T-PLANEAMENTO Y CALIDAD);EP-GS-OF02-01 - (TABLERO DE DISTRIBUCION (T-PLANEAMENTO Y CALIDAD))
LICEMONS1;CRAC-1-TH02-03-01 - (LICEMONS1)
LICEMONS2;CRAC-1-TH02-03-02 - (LICEMONS2)
TABLERO DC 48VDC - SALA BASE CELULAR;DP-TH02-03 - (TABLERO DC 48VDC - SALA BASE CELULAR )
SUB TABL AA EBC;EP-GS-TH02-03 - (SUB TABL AA EBC )
BANCO DE BATERIAS 1;BB-RECT-01-01 - (BANCO DE BATERIAS 1)
BANCO DE BATERIAS 2;BB-RECT-01-02 - (BANCO DE BATERIAS 2)
BANCO DE BATERIAS 1;BB-RECT-02-01 - (BANCO DE BATERIAS 1)
BANCO DE BATERIAS 2;BB-RECT-02-02 - (BANCO DE BATERIAS 2)
AA05-DIGIRED 5 TR;CRAC-1-TH02-04-05 - (AA05-DIGIRED 5 TR)
AA02-DIGIRED 05 TR;CRAC-1-TH02-04-02 - (AA02-DIGIRED 05 TR)
AA01-DIGIRED 05 TR;CRAC-1-TH02-04-01 - (AA01-DIGIRED 05 TR)
TABLERO STAA-1;DP-CRAC-1-TH02-04 - (TABLERO STAA-1)
AA03-DIGIRED 15 TR;CRAC-1-TH02-04-03 - (AA03-DIGIRED 15 TR)
AA04-DIGIRED 15 TR;CRAC-1-TH02-04-04 - (AA04-DIGIRED 15 TR )
TABLERO SEM IDENTIFICA  O;EP-DC-RECT-04-01 - (TABLERO SEM IDENTIFICA  O)
RECT-04;RECT-04 - (RECT-04)
PDB #1;EP-DC-RECT-04-02 - (PDB #1)
TABLERO DE RETIFICADORES CABECERA 3-A;EP-DC-RECT-03A - (TABLERO DE RETIFICADORES CABECERA 3-A)
CABECERA II;RECT-02 - (CABECERA II)
CABECERA III B;RECT-03B - (CABECERA III B)
CABECERA III A;RECT-03A - (CABECERA III A)
TABLERO DE PASO  CABECERA 2 Y CABECERA 3-A;EP-DC-RECT-02-03A - (TABLERO DE PASO  CABECERA 2 Y CABECERA 3-A)
TABLEROS DE RETIFICADORES CABECERA 2;EP-DC-RECT-02 - (TABLEROS DE RETIFICADORES CABECERA 2)
TABLERO GENERAL DE AIRE CONDICIONADOO Y RETIFICADOR;DP-CRAC-RECT-01 - (TABLERO GENERAL DE AIRE CONDICIONADOO Y RETIFICADOR)
TG-03;LPP-TH02-02 - (TG-03)
AA02-CONMUTACION 15 TR;CRAC-1-TH02-02-02 - (AA02-CONMUTACION 15 TR)
AA01-CONMUTACION 15 TR;CRAC-1-TH02-02-01 - (AA01-CONMUTACION 15 TR)
TABLERO (T-SALA DE CONMUTACION);DP-CRAC-1-TH02-02 - (TABLERO (T-SALA DE CONMUTACION))
SUB TABLERO DE AIRE CONDICIONADO;DP-CRAC-AUX - (SUB TABLERO DE AIRE CONDICIONADO)
SUB TABLERO DE AA MDF Y OFICINAS;EP-CRAC-OF02-01 - (SUB TABLERO DE AA MDF Y OFICINAS)
SUB TABLERO DE AIRE CONDICIONADO-MEZANINO;DP-CRAC-FL02 - (SUB TABLERO DE AIRE CONDICIONADO-MEZANINO)
SUB TABLERO DE AIRE CONDICIONADO DE AA OFICINA;DP-CRAC-OF02-01 - (SUB TABLERO DE AIRE CONDICIONADO DE AA OFICINA )
TR N2 BUS 2B;TR-UPS-2B-02 - (TR N2 BUS 2B )
TR N1 BUS 1A;TR-UPS-1A-01 - (TR N1 BUS 1A)
TR N2 BUS 1A;TR-UPS-1A-02 - (TR N2 BUS 1A)
TR N1 BUS 2B;TR-UPS-2B-01 - (TR N1 BUS 2B)
TABLERO DE TRANSFORMADORES  BUS 2B;DP-TR-UPS-2B - (TABLERO DE TRANSFORMADORES  BUS 2B)
TABLERO DE TRANSFORMADORES  BUS 2A;DP-TR-UPS-2A - (TABLERO DE TRANSFORMADORES  BUS 2A)
TABLERO DE TRANSFORMADOR BUS 1B;DP-TR-UPS-1B - (TABLERO DE TRANSFORMADOR BUS 1B )
TABLERO DE TRANSFORMADOR BUS 1A;DP-TR-UPS-1A - (TABLERO DE TRANSFORMADOR BUS 1A)
EX-B-1;EX-03 - (EX-B-1)
TR N  1 - 300 KVA BUS 2A;TR-UPS-2A-01 - (TR N  1 - 300 KVA BUS 2A)
TR N  2 - 300 KVA BUS 1B;TR-UPS-1B-02 - (TR N  2 - 300 KVA BUS 1B)
TR N  1 - 300 KVA BUS 1B;TR-UPS-1B-01 - (TR N  1 - 300 KVA BUS 1B)
TR N  2 - 300 KVA BUS 2A;TR-UPS-2A-02 - (TR N  2 - 300 KVA BUS 2A)
AA5 - UPS I;CRAC-0-UR01-01-05 - (AA5 - UPS I)
BANCO DE BATERIAS N1 CAB IIIA;BB-RECT-03A-01 - (BANCO DE BATERIAS N1 CAB IIIA)
BANCO DE BATERIAS N2 CAB IIIB;BB-RECT-03B-02 - (BANCO DE BATERIAS N2 CAB IIIB)
AA2-UPSA;CRAC-0-UR01-02-02 - (AA2-UPSA)
AA1-UPSA;CRAC-0-UR01-02-01 - (AA1-UPSA)
U.E. AA01;CRAC-0-UR01-03-01 - (U.E. AA01)
U.E. AA02;CRAC-0-UR01-03-02 - (U.E. AA02)
CRAC SALA MDF;CRAC-1-TH01-01-01 - (CRAC SALA MDF)
CRAC SALA COUBICADOS 1;CRAC-1-AVA2-1-01 - (CRAC SALA COUBICADOS 1)
CRAC SALA COUBICADOS 2;CRAC-1-AVA2-1-02 - (CRAC SALA COUBICADOS 2)
CRAC SALA SOPORTE CLIENTE 1;CRAC-1-OF02-02-01 - (CRAC SALA SOPORTE CLIENTE 1)
CRAC SALA SOPORTE CLIENTE 1;CRAC-1-OF02-02-02 - (CRAC SALA SOPORTE CLIENTE 1)
U.E AA02;CRAC-1-OF02-01-02 - (U.E AA02)
U.E AA01;CRAC-1-OF02-01-01 - (U.E AA01)
RETIFICADOR PORTATIL - SALA DE BATERIAS / TABLEROS 1 PISO;PORTABLE-RECT - (RETIFICADOR PORTATIL - SALA DE BATERIAS / TABLEROS 1 PISO)
U.E. AA01 CINTONTECA;CRAC-1-STG1-1-01 - (U.E. AA01 CINTONTECA)
TRANSFORMADOR 100KVA BUS 2B-01 TRIF SICO;TR-2B-01 - (TRANSFORMADOR 100KVA BUS 2B-01 TRIF SICO)
BB-UPS-1A-01-01;BB-UPS-1A-01-01 - (BB-UPS-1A-01-01)
BB-UPS-1A-01-02;BB-UPS-1A-01-02 - (BB-UPS-1A-01-02)
BB-UPS-1A-02-01;BB-UPS-1A-02-01 - (BB-UPS-1A-02-01)
BB-UPS-1A-02-02;BB-UPS-1A-02-02 - (BB-UPS-1A-02-02)
CRAH-UPS-01B;CRAH-2-UR04-02-01 - (CRAH-UPS-01B)
CRAH-UPS-01B;CRAH-2-UR04-02-01 - (CRAH-UPS-01B)
CRAH-UPS-02B;CRAH-2-UR04-02-02 - (CRAH-UPS-02B)
CRAH-UPS-02B;CRAH-2-UR04-02-02 - (CRAH-UPS-02B)
TG-01/B;DSE-UPS-F-01 - (TG-01/B)
TG-01/B;DSE-UPS-F-01 - (TG-01/B)
TG-02/B;DSE-M-F-01 - (TG-02/B)
TG-02/B;DSE-M-F-01 - (TG-02/B)
TUPS-IT-01/B;DP-UPS-F - (TUPS-IT-01/B)
TUPS-IT-01/B;DP-UPS-F - (TUPS-IT-01/B)
UPS 1 - UPS-CPD1_2-RB-01;UPS-F-01 - (UPS 1 - UPS-CPD1_2-RB-01)
UPS 1 - UPS-CPD1_2-RB-01;UPS-F-01 - (UPS 1 - UPS-CPD1_2-RB-01)
UPS 2 - UPS-CPD1_2-RB-02;UPS-F-02 - (UPS 2 - UPS-CPD1_2-RB-02)
UPS 2 - UPS-CPD1_2-RB-02;UPS-F-02 - (UPS 2 - UPS-CPD1_2-RB-02)
UPS 3 - UPS-CPD1_2-RB-03;UPS-F-03 - (UPS 3 - UPS-CPD1_2-RB-03)
UPS 3 - UPS-CPD1_2-RB-03;UPS-F-03 - (UPS 3 - UPS-CPD1_2-RB-03)
BMS-07-AZ;AP-BMS-UR04-02-01 - (BMS-07-AZ)
BMS-07-AZ;AP-BMS-UR04-02-01 - (BMS-07-AZ)
BMS-08-AZ;AP-BMS-UR04-02-02 - (BMS-08-AZ)
BMS-08-AZ;AP-BMS-UR04-02-02 - (BMS-08-AZ)
BMS-09-AZ;AP-BMS-UR04-02-03 - (BMS-09-AZ)
BMS-09-AZ;AP-BMS-UR04-02-03 - (BMS-09-AZ)
TABLERO DE MANIOBRAS UPS EATON RAMAL B;DSE-UPS-AUX-F - (TABLERO DE MANIOBRAS UPS EATON RAMAL B)
TABLERO DE MANIOBRAS UPS EATON RAMAL B;DSE-UPS-AUX-F - (TABLERO DE MANIOBRAS UPS EATON RAMAL B)
TABLERO TSA-SALA B;DP-UPS-AUX-F - (TABLERO TSA-SALA B)
TABLERO TSA-SALA B;DP-UPS-AUX-F - (TABLERO TSA-SALA B)
TABLERO DE DESHABILITACION APAGADO REMOTO - RAMAL B;CCP-CRAH-UR04-02 - (TABLERO DE DESHABILITACION APAGADO REMOTO - RAMAL B )
TABLERO DE DESHABILITACION APAGADO REMOTO - RAMAL B;CCP-CRAH-UR04-02 - (TABLERO DE DESHABILITACION APAGADO REMOTO - RAMAL B )
BB UPS SALA B;BB-UPS-AUX-F - (BB UPS SALA B)
BB UPS SALA B;BB-UPS-AUX-F - (BB UPS SALA B)
UPS SALA B;UPS-AUX-F - (UPS SALA B )
UPS SALA B;UPS-AUX-F - (UPS SALA B )
TABLERO TSG-AZ A/B;DP-GS-MTS-E-F-01 - (TABLERO TSG-AZ A/B)
TABLERO TSG-AZ A/B;DP-GS-MTS-E-F-01 - (TABLERO TSG-AZ A/B)
TABLERO TILUM-AZ;LPP-FL04 - (TABLERO TILUM-AZ)
TABLERO TILUM-AZ;LPP-FL04 - (TABLERO TILUM-AZ)
BMS-15-AZ;AP-BMS-EA04-01 - (BMS-15-AZ)
BMS-15-AZ;AP-BMS-EA04-01 - (BMS-15-AZ)
TABLERO TGB-02 A/B;EP-SP-02-04 - (TABLERO TGB-02 A/B)
TABLERO TGB-02 A/B;EP-SP-02-04 - (TABLERO TGB-02 A/B)
TABLERO TGB-01 A/B;EP-SP-01-03 - (TABLERO TGB-01 A/B)
TABLERO TGB-01 A/B;EP-SP-01-03 - (TABLERO TGB-01 A/B)
TABLERO STS-CTROL-CHI-03;CCP-ATS-CH-03 - (TABLERO STS-CTROL-CHI-03)
TABLERO STS-CTROL-CHI-03;CCP-ATS-CH-03 - (TABLERO STS-CTROL-CHI-03)
TABLERO TSCT-R;DP-AUX-04 - (TABLERO TSCT-R)
TABLERO TSCT-R;DP-AUX-04 - (TABLERO TSCT-R)
TABLERO TSCT-01;DP-AUX-03 - (TABLERO TSCT-01)
TABLERO TSCT-01;DP-AUX-03 - (TABLERO TSCT-01)
TABLERO ATS-CTROL-CHI-02;CCP-ATS-CH-02 - (TABLERO ATS-CTROL-CHI-02)
TABLERO ATS-CTROL-CHI-02;CCP-ATS-CH-02 - (TABLERO ATS-CTROL-CHI-02)
TABLERO TUPS-CTROL-CHI-B;DP-CCP-UPS-F - (TABLERO TUPS-CTROL-CHI-B)
TABLERO TUPS-CTROL-CHI-B;DP-CCP-UPS-F - (TABLERO TUPS-CTROL-CHI-B)
TABLERO ATS-CTROL-CHI-01;CCP-ATS-CH-01 - (TABLERO ATS-CTROL-CHI-01)
TABLERO ATS-CTROL-CHI-01;CCP-ATS-CH-01 - (TABLERO ATS-CTROL-CHI-01)
TABLERO TUPS-CTROL-CHI-A;DP-CCP-UPS-E - (TABLERO TUPS-CTROL-CHI-A)
TABLERO TUPS-CTROL-CHI-A;DP-CCP-UPS-E - (TABLERO TUPS-CTROL-CHI-A)
CHILLER-CH-01-A/B;CH-0-01 - (CHILLER-CH-01-A/B)
CHILLER-CH-01-A/B;CH-0-01 - (CHILLER-CH-01-A/B)
CHILLER-CH-02-A/B;CH-0-02 - (CHILLER-CH-02-A/B)
CHILLER-CH-02-A/B;CH-0-02 - (CHILLER-CH-02-A/B)
CHILLER-CH-03-A/B;CH-0-03 - (CHILLER-CH-03-A/B)
CHILLER-CH-03-A/B;CH-0-03 - (CHILLER-CH-03-A/B)
Tanque de agua 1100L;WT-01 - (Tanque de agua 1100L)
Tanque de agua 1100L;WT-01 - (Tanque de agua 1100L)
BOMBA SECUNDARIA N 4 / GBP 2N-B1;SP-03 - (BOMBA SECUNDARIA N 4 / GBP 2N-B1)
BOMBA SECUNDARIA N 4 / GBP 2N-B1;SP-03 - (BOMBA SECUNDARIA N 4 / GBP 2N-B1)
BOMBA SECUNDARIA N 3 / GBP 2N-B2;SP-04 - (BOMBA SECUNDARIA N 3 / GBP 2N-B2)
BOMBA SECUNDARIA N 3 / GBP 2N-B2;SP-04 - (BOMBA SECUNDARIA N 3 / GBP 2N-B2)
BOMBA SEGUND RIA N 1;SP-01 - (BOMBA SEGUND RIA N 1)
BOMBA SEGUND RIA N 1;SP-01 - (BOMBA SEGUND RIA N 1)
BOMBA SEGUND RIA N 2;SP-02 - (BOMBA SEGUND RIA N 2)
BOMBA SEGUND RIA N 2;SP-02 - (BOMBA SEGUND RIA N 2)
GE-01;G-FL04-01 - (GE-01)
GE-01;G-FL04-01 - (GE-01)
GE-R;G-FL04-R - (GE-R)
GE-R;G-FL04-R - (GE-R)
SALA AXE (DIGIRED) PISO 3 - U.C.EQUIPO N 1;CON-1-RR03-01-01 - (SALA AXE (DIGIRED) PISO 3 - U.C.EQUIPO N 1)
SALA AXE (DIGIRED) PISO 3 - U.C.EQUIPO N 1;CON-1-RR03-01-01 - (SALA AXE (DIGIRED) PISO 3 - U.C.EQUIPO N 1)
SALA SAM-SOTANO - U.C EQUIPO N 2;CON-1-MR-BS01-02 - (SALA SAM-SOTANO - U.C EQUIPO N 2)
SALA SAM-SOTANO - U.C EQUIPO N 2;CON-1-MR-BS01-02 - (SALA SAM-SOTANO - U.C EQUIPO N 2)
SALA TRANSMISIONES - U.C.EQUIPO N 4;CON-1-TH03-03-02 - (SALA TRANSMISIONES - U.C.EQUIPO N 4)
SALA TRANSMISIONES - U.C.EQUIPO N 4;CON-1-TH03-03-02 - (SALA TRANSMISIONES - U.C.EQUIPO N 4)
SALA TRANSMISIONES - U.C.EQUIPO N 5;CON-1-TH03-03-03 - (SALA TRANSMISIONES - U.C.EQUIPO N 5)
SALA TRANSMISIONES - U.C.EQUIPO N 5;CON-1-TH03-03-03 - (SALA TRANSMISIONES - U.C.EQUIPO N 5)
SALA SAM-SOTANO - U.C EQUIPO N 1;CON-1-MR-BS01-01 - (SALA SAM-SOTANO - U.C EQUIPO N 1)
SALA SAM-SOTANO - U.C EQUIPO N 1;CON-1-MR-BS01-01 - (SALA SAM-SOTANO - U.C EQUIPO N 1)
SALA TRANSMISIONES - U.C.EQUIPO N 1;CON-1-TH03-03-01 - (SALA TRANSMISIONES - U.C.EQUIPO N 1)
SALA TRANSMISIONES - U.C.EQUIPO N 1;CON-1-TH03-03-01 - (SALA TRANSMISIONES - U.C.EQUIPO N 1)
SALA AXE (DIGIRED) PISO 3 - U.C.EQUIPO N 2;CON-1-RR03-01-02 - (SALA AXE (DIGIRED) PISO 3 - U.C.EQUIPO N 2)
SALA AXE (DIGIRED) PISO 3 - U.C.EQUIPO N 2;CON-1-RR03-01-02 - (SALA AXE (DIGIRED) PISO 3 - U.C.EQUIPO N 2)
STAA-05;DP-CON -FL03 - (STAA-05)
STAA-05;DP-CON -FL03 - (STAA-05)
STAA-06;DP-CON-TH03-03 - (STAA-06)
STAA-06;DP-CON-TH03-03 - (STAA-06)
TTA-R;DSE-M-ATS-R - (TTA-R)
TTA-R;DSE-M-ATS-R - (TTA-R)
TTA-1;DSE-M-ATS-01 - (TTA-1)
TTA-1;DSE-M-ATS-01 - (TTA-1)
TR-R;TR-R - (TR-R)
TR-R;TR-R - (TR-R)
TR-01;TR-03 - (TR-01)
TR-01;TR-03 - (TR-01)
CENTRO DE TRANSFORMACION CT-R;MV2 - (CENTRO DE TRANSFORMACION CT-R)
CENTRO DE TRANSFORMACION CT-R;MV2 - (CENTRO DE TRANSFORMACION CT-R)
CENTRO DE TRANSFORMACION CT-1;MV1 - (CENTRO DE TRANSFORMACION CT-1)
CENTRO DE TRANSFORMACION CT-1;MV1 - (CENTRO DE TRANSFORMACION CT-1)
Q1 JB1;EP-AUX-TR-03 - (Q1 JB1)
Q1 JB1;EP-AUX-TR-03 - (Q1 JB1)
Q1 JB1;EP-AUX-TR-R - (Q1 JB1)
Q1 JB1;EP-AUX-TR-R - (Q1 JB1)
CRAH-UPS-01-A;CRAH-1-UR04-01-01 - (CRAH-UPS-01-A)
CRAH-UPS-01-A;CRAH-1-UR04-01-01 - (CRAH-UPS-01-A)
CRAH-UPS-02-A;CRAH-1-UR04-01-02 - (CRAH-UPS-02-A)
CRAH-UPS-02-A;CRAH-1-UR04-01-02 - (CRAH-UPS-02-A)
TG-01/A;DSE-UPS-E-01 - (TG-01/A)
TG-01/A;DSE-UPS-E-01 - (TG-01/A)
TG-02/A;DSE-M-E-01 - (TG-02/A)
TG-02/A;DSE-M-E-01 - (TG-02/A)
TUPS-IT-01/A;DP-UPS-E - (TUPS-IT-01/A)
TUPS-IT-01/A;DP-UPS-E - (TUPS-IT-01/A)
UPS 1 - UPS-CPD1_2-RA-01;UPS-E-01 - (UPS 1 - UPS-CPD1_2-RA-01)
UPS 1 - UPS-CPD1_2-RA-01;UPS-E-01 - (UPS 1 - UPS-CPD1_2-RA-01)
UPS 2 - UPS-CPD1_2-RA-02;UPS-E-02 - (UPS 2 - UPS-CPD1_2-RA-02)
UPS 2 - UPS-CPD1_2-RA-02;UPS-E-02 - (UPS 2 - UPS-CPD1_2-RA-02)
UPS 3 - UPS-CPD1_2-RA-03;UPS-E-03 - (UPS 3 - UPS-CPD1_2-RA-03)
UPS 3 - UPS-CPD1_2-RA-03;UPS-E-03 - (UPS 3 - UPS-CPD1_2-RA-03)
BMS-04-AZ;AP-BMS-UR04-01-01 - (BMS-04-AZ)
BMS-04-AZ;AP-BMS-UR04-01-01 - (BMS-04-AZ)
BMS-05-AZ;AP-BMS-UR04-01-02 - (BMS-05-AZ)
BMS-05-AZ;AP-BMS-UR04-01-02 - (BMS-05-AZ)
BMS-06-AZ;AP-BMS-UR04-01-03 - (BMS-06-AZ)
BMS-06-AZ;AP-BMS-UR04-01-03 - (BMS-06-AZ)
TABLERO DE MANIOBRAS UPS EATON RAMAL A;DSE-UPS-AUX-E - (TABLERO DE MANIOBRAS UPS EATON RAMAL A)
TABLERO DE MANIOBRAS UPS EATON RAMAL A;DSE-UPS-AUX-E - (TABLERO DE MANIOBRAS UPS EATON RAMAL A)
TABLERO TSA-SALA A;DP-UPS-AUX-E - (TABLERO TSA-SALA A)
TABLERO TSA-SALA A;DP-UPS-AUX-E - (TABLERO TSA-SALA A)
TABLERO DE DESHABILITACION APAGADO REMOTO - RAMAL A;CCP-CRAH-UR04-01 - (TABLERO DE DESHABILITACION APAGADO REMOTO - RAMAL A)
TABLERO DE DESHABILITACION APAGADO REMOTO - RAMAL A;CCP-CRAH-UR04-01 - (TABLERO DE DESHABILITACION APAGADO REMOTO - RAMAL A)
UPS SALA A;UPS-AUX-E - (UPS SALA A)
UPS SALA A;UPS-AUX-E - (UPS SALA A)
BB UPS SALA A;BB-UPS-AUX-E - (BB UPS SALA A)
BB UPS SALA A;BB-UPS-AUX-E - (BB UPS SALA A)
TABLERO PDP;EXCLUIR - (TABLERO PDP )
TABLERO PDP;EXCLUIR - (TABLERO PDP )
TABLERO PDP;EXCLUIR - (TABLERO PDP )
TABLERO PDP;EXCLUIR - (TABLERO PDP )
PISO 2 - CPD 0 U.C.EQUIPO N 2;CON-1-DH02-01-05 - (PISO 2 - CPD 0 U.C.EQUIPO N 2)
PISO 2 - CPD 0 U.C.EQUIPO N 2;CON-1-DH02-01-05 - (PISO 2 - CPD 0 U.C.EQUIPO N 2)
SALA INTALL PISO 3 U.C.EQUIPO N 1;CON-1-TH03-02-01 - (SALA INTALL PISO 3 U.C.EQUIPO N 1)
SALA INTALL PISO 3 U.C.EQUIPO N 1;CON-1-TH03-02-01 - (SALA INTALL PISO 3 U.C.EQUIPO N 1)
SALA INTALL PISO 3 U.C.EQUIPO N 2;CON-1-TH03-02-02 - (SALA INTALL PISO 3 U.C.EQUIPO N 2)
SALA INTALL PISO 3 U.C.EQUIPO N 2;CON-1-TH03-02-02 - (SALA INTALL PISO 3 U.C.EQUIPO N 2)
CPD 2 ZONA SUR U.C.CIRCUITO 2 EQUIPO 3;CON-0-TA02-02-03 - (CPD 2 ZONA SUR U.C.CIRCUITO 2 EQUIPO 3)
CPD 2 ZONA SUR U.C.CIRCUITO 2 EQUIPO 3;CON-0-TA02-02-03 - (CPD 2 ZONA SUR U.C.CIRCUITO 2 EQUIPO 3)
PISO 2 - CPD 0 U.C.AAP 05 - SISTEMA 02;CON-1-DH02-01-04 - (PISO 2 - CPD 0 U.C.AAP 05 - SISTEMA 02)
PISO 2 - CPD 0 U.C.AAP 05 - SISTEMA 02;CON-1-DH02-01-04 - (PISO 2 - CPD 0 U.C.AAP 05 - SISTEMA 02)
PISO 2 - CPD 0 U.C.AAP 05 - SISTEMA 01;CON-1-DH02-01-03 - (PISO 2 - CPD 0 U.C.AAP 05 - SISTEMA 01)
PISO 2 - CPD 0 U.C.AAP 05 - SISTEMA 01;CON-1-DH02-01-03 - (PISO 2 - CPD 0 U.C.AAP 05 - SISTEMA 01)
PISO 2 - CPD 0 U.C.AAP 01 - SISTEMA 02;CON-1-DH02-01-02 - (PISO 2 - CPD 0 U.C.AAP 01 - SISTEMA 02)
PISO 2 - CPD 0 U.C.AAP 01 - SISTEMA 02;CON-1-DH02-01-02 - (PISO 2 - CPD 0 U.C.AAP 01 - SISTEMA 02)
PISO 2 - CPD 0 U.C.AAP 01 - SISTEMA 01;CON-1-DH02-01-01 - (PISO 2 - CPD 0 U.C.AAP 01 - SISTEMA 01)
PISO 2 - CPD 0 U.C.AAP 01 - SISTEMA 01;CON-1-DH02-01-01 - (PISO 2 - CPD 0 U.C.AAP 01 - SISTEMA 01)
CPD 2 ZONA SUR U.C.CIRCUITO 1 EQUIPO 3;CON-0-TA02-02-01 - (CPD 2 ZONA SUR U.C.CIRCUITO 1 EQUIPO 3)
CPD 2 ZONA SUR U.C.CIRCUITO 1 EQUIPO 3;CON-0-TA02-02-01 - (CPD 2 ZONA SUR U.C.CIRCUITO 1 EQUIPO 3)
CPD 2 ZONA SUR U.C.CIRCUITO 1 EQUIPO 4;CON-0-TA02-02-02 - (CPD 2 ZONA SUR U.C.CIRCUITO 1 EQUIPO 4)
CPD 2 ZONA SUR U.C.CIRCUITO 1 EQUIPO 4;CON-0-TA02-02-02 - (CPD 2 ZONA SUR U.C.CIRCUITO 1 EQUIPO 4)
TABLERO GENERAL EXTRACTOR 2;DP-EX-TR-R - (TABLERO GENERAL EXTRACTOR 2)
TABLERO GENERAL EXTRACTOR 2;DP-EX-TR-R - (TABLERO GENERAL EXTRACTOR 2)
TABLERO SECUENCIADOR EXTRACTOR 1 - EXTRACTOR 2;CCP-EX-TR-03-R - (TABLERO SECUENCIADOR EXTRACTOR 1 - EXTRACTOR 2)
TABLERO SECUENCIADOR EXTRACTOR 1 - EXTRACTOR 2;CCP-EX-TR-03-R - (TABLERO SECUENCIADOR EXTRACTOR 1 - EXTRACTOR 2)
